12000 6 
2 2540 6
2 5066 6
1 2377 4
1 7328 6
1 5748 5
2 2341 3
2 8407 1
1 4130 3
2 4626 3
1 6250 1
1 5640 2
2 6471 1
1 6823 4
1 4080 2
1 9405 4
2 8374 4
2 2129 4
1 4916 4
1 7656 2
1 2812 3
1 3711 2
2 691 1
2 3593 6
1 5815 4
2 7361 2
2 1019 2
1 2921 2
1 9599 3
2 9411 5
1 4627 5
1 9176 5
1 3280 6
1 7215 6
1 9783 1
1 6039 2
2 3405 4
1 9025 2
1 693 2
2 5540 5
1 1676 5
1 2795 1
2 1521 4
1 1714 6
2 4689 6
2 4354 6
1 1690 2
1 8551 4
1 6863 5
2 2264 2
1 6038 1
2 9582 1
2 5077 4
1 160 3
1 7701 1
1 6287 5
2 6529 2
1 3172 1
2 4536 1
2 1527 2
1 9388 3
1 9045 2
2 2558 5
2 493 6
2 2212 4
1 6912 2
2 692 1
2 1244 5
1 8854 1
2 3741 4
1 218 2
2 4238 3
2 4436 5
1 7869 4
2 1565 1
1 1933 5
2 2765 2
2 475 3
1 9826 4
2 1258 4
1 2091 4
1 3857 6
2 9693 5
2 1284 5
1 1736 3
2 6355 6
1 3081 4
2 2358 1
1 4581 1
1 978 6
2 2990 5
1 3902 1
1 9039 5
2 7655 4
2 9261 2
2 9032 2
1 8508 1
2 4988 2
2 8181 1
1 7579 5
2 5087 2
2 2444 5
2 2663 6
1 3053 4
2 2591 3
1 4426 4
1 4547 2
2 2520 4
1 414 6
1 3741 6
2 5452 6
2 7345 3
1 4966 2
1 108 6
2 9735 1
1 2643 3
2 3375 5
2 9398 6
1 6095 2
1 677 6
1 1688 1
1 3073 4
2 357 4
2 4471 2
2 9849 5
2 7310 1
2 9960 6
2 2839 6
1 6138 1
1 7358 1
2 6924 4
1 4367 4
2 212 4
1 9271 1
1 4306 3
1 2357 4
1 4244 4
1 9348 5
1 4457 1
1 3148 5
1 9744 3
1 7960 4
2 3455 1
2 7584 1
1 7162 6
1 4443 1
2 5301 3
2 2378 3
1 4298 4
2 4794 6
1 5659 4
2 4162 3
1 6233 2
1 2133 6
1 7884 3
2 8964 6
2 2015 2
1 6576 5
1 709 2
1 7313 3
1 2203 2
1 4671 4
2 4921 5
2 1555 6
2 5167 1
2 2342 5
2 3983 3
2 3685 6
2 7371 6
2 9782 1
2 5408 2
1 4588 1
2 3516 3
1 3895 4
2 4893 4
1 85 6
1 3620 3
2 9701 6
2 4522 3
2 7570 4
2 8517 3
1 3835 3
2 8331 5
1 8312 6
2 3977 4
2 9014 2
1 9390 2
1 8929 1
2 355 3
2 7699 5
1 7786 1
2 908 3
1 1303 4
1 6706 1
2 4615 1
2 8879 2
1 6464 6
1 3822 1
2 1674 4
2 1559 1
1 9766 6
1 4099 3
2 7668 6
2 5323 3
2 5206 6
2 5080 4
1 940 3
1 1825 1
1 5467 6
1 3323 1
2 3395 4
2 4922 3
1 2679 4
1 5323 4
2 8419 3
2 9061 3
2 5638 5
1 8873 2
2 7369 2
2 1531 3
1 3422 2
1 2540 2
1 5264 6
2 7099 1
1 2048 6
1 4221 5
1 5828 3
1 6790 5
1 6986 4
2 8300 3
2 2247 3
2 3050 4
1 138 4
2 5999 4
1 5552 1
2 6999 1
1 7257 6
1 8475 6
2 4992 3
1 399 5
2 6184 6
1 1092 1
1 5058 6
2 8110 3
1 9370 3
1 9886 4
1 8479 4
1 3342 6
1 1481 4
1 4513 3
1 5753 6
1 3851 6
2 7417 6
1 8611 3
1 3820 3
1 8828 3
1 8162 1
2 8612 3
1 2882 1
2 4411 2
2 895 1
1 1476 6
2 5374 1
1 7542 5
2 6797 2
1 3139 2
2 9072 1
2 6019 1
1 8141 5
2 2007 6
2 4996 4
2 1843 5
1 5418 3
1 9344 5
2 1547 3
1 8486 2
1 7191 3
2 3462 2
2 3789 6
2 3861 2
2 5135 6
1 2412 2
1 272 6
2 3845 6
1 7421 4
2 6480 2
1 9629 2
2 9093 4
2 148 4
2 5531 3
1 7369 5
2 8666 1
2 2219 3
1 7709 6
2 3236 5
1 1580 5
2 3626 1
1 3940 6
1 9508 5
1 894 5
1 410 4
1 2753 1
2 5780 5
1 9688 1
2 7181 4
1 1416 4
1 2060 2
2 9949 4
1 7936 4
1 6970 3
2 2304 3
1 5194 2
2 2607 2
2 9221 6
2 6974 4
2 6296 6
1 1089 2
2 3281 3
2 4134 5
1 1373 2
1 6391 3
2 8964 6
2 7567 1
1 6893 3
1 566 2
2 4937 6
1 2963 1
2 3021 1
1 7814 4
2 3162 6
2 7353 3
2 8974 2
1 7141 2
1 3427 1
2 9603 2
2 6439 1
2 9465 1
2 2258 6
1 8463 2
1 4402 5
1 3111 1
2 8690 4
1 7942 3
1 4570 3
2 9279 5
1 3141 6
1 4633 6
2 2282 4
1 2977 5
1 8906 1
2 8362 4
2 8730 4
1 7525 2
1 4995 6
2 516 2
1 6924 4
1 6623 5
2 7697 6
2 4322 1
1 2383 3
2 8750 3
2 8337 5
2 4419 1
1 9029 4
2 3043 5
1 8637 1
2 4770 4
2 523 3
2 7548 3
2 1686 3
2 839 1
1 8446 6
1 7227 4
2 7185 4
1 6389 1
1 2436 5
2 4119 4
1 8901 4
2 9385 3
1 5380 6
1 9263 2
1 1137 2
1 284 4
1 1757 1
1 7479 4
1 3062 3
1 464 3
2 8811 1
2 3822 5
2 2454 1
1 7016 3
1 1549 4
1 645 5
2 3591 3
2 5760 1
1 6993 1
2 7684 4
1 1180 1
2 2847 6
2 8617 2
1 4926 1
1 9732 2
2 7044 6
2 8462 1
1 8431 2
1 8113 1
2 8806 4
2 1047 3
2 8587 1
1 5372 6
2 9752 2
1 7097 6
1 7132 1
2 8992 3
2 5042 2
1 8089 4
1 4178 1
1 9139 5
2 258 3
1 4354 3
2 5137 2
2 7695 5
2 786 2
2 2874 4
1 3425 1
1 8698 2
1 5527 3
1 2845 1
1 9000 4
2 1410 4
1 4023 5
1 7839 4
1 9263 1
1 3986 6
1 9541 4
2 278 4
2 8959 4
2 2459 5
1 4049 2
1 8278 5
2 9999 3
1 4484 3
2 3687 2
1 701 4
1 7979 5
2 7077 5
2 8736 6
1 7692 5
2 3195 4
1 2269 3
2 8336 4
2 2520 6
1 6420 3
1 1114 5
2 9879 2
1 1653 4
1 2738 2
2 400 2
2 5633 2
2 2589 1
2 8709 1
1 1129 5
1 2798 2
2 821 4
2 7917 6
2 5521 2
1 1664 3
2 3838 6
1 4448 5
2 1820 4
2 8415 3
2 2906 6
1 1650 2
2 6313 5
1 179 3
2 4865 6
2 1909 1
1 7672 2
1 2818 4
2 9305 6
1 5965 1
2 6504 2
1 8686 4
1 71 6
1 584 5
2 5028 6
1 1297 5
2 272 1
2 8871 3
1 6741 6
1 8470 6
1 9334 4
1 9505 6
1 4508 5
2 4733 5
2 2877 2
2 8187 2
1 7108 6
2 6089 5
2 4644 4
1 4513 1
2 6968 6
2 7161 2
2 5922 2
1 6136 2
2 5695 3
1 8125 2
1 9465 6
1 8972 2
2 1340 3
1 9054 3
1 7985 1
2 2534 5
2 1512 4
1 9247 3
1 7758 3
2 1554 4
1 2122 6
2 4036 3
1 9001 4
2 466 2
2 7717 2
2 8532 4
2 8029 4
2 6168 3
2 9044 6
1 2486 4
1 2974 4
2 1573 4
1 1504 6
2 5170 5
1 1856 2
1 6965 6
2 1955 3
1 1763 1
2 9337 5
2 5246 6
2 384 2
2 9491 4
1 374 6
2 5277 6
2 948 4
1 7160 1
2 7773 6
2 3520 3
2 6763 2
2 3762 5
1 8496 4
2 1290 5
2 3068 4
1 6179 2
2 340 5
2 2302 6
2 75 2
1 1721 4
2 4795 2
1 5362 2
2 742 5
2 2597 5
1 9023 5
1 1672 4
2 4769 5
2 6021 3
2 7701 4
1 1567 1
1 2975 5
2 8315 6
2 7744 1
2 2876 6
2 3816 3
2 5878 3
2 5718 5
1 3838 1
2 3335 5
2 1067 6
1 5001 2
2 2399 4
2 5669 4
2 6373 6
1 7103 5
2 2428 1
2 6796 6
1 6572 2
2 4169 3
1 6625 4
2 3931 6
2 4599 4
2 2246 2
2 4888 4
2 6992 1
1 3117 5
1 7634 4
1 977 2
1 4908 1
1 6730 5
2 1931 4
2 9820 1
1 6211 5
1 3783 5
1 7084 2
1 4410 5
1 2326 6
1 354 5
2 6633 5
1 2457 2
1 8950 3
1 9127 2
1 2816 2
2 2199 6
1 4270 4
1 2219 4
2 6506 5
2 3061 2
2 3645 5
2 3595 3
2 1173 1
1 5978 6
2 1718 6
1 8825 2
2 8806 1
2 3953 6
1 2415 2
2 2768 2
1 6665 4
1 1093 1
2 7070 5
2 6375 1
2 2255 2
1 717 3
1 3911 1
1 6030 5
1 4606 1
2 1232 5
1 9809 5
1 6366 3
1 3867 2
2 6311 5
2 8744 5
2 4581 3
2 1241 3
1 5072 4
1 9918 1
2 5178 3
2 6127 6
2 1584 6
1 2076 1
1 9638 6
1 6852 5
1 9225 1
2 5643 3
2 5578 6
2 6039 3
1 2289 6
1 3745 4
2 2781 6
1 9595 4
2 2098 2
1 2258 6
2 3539 5
1 7017 6
2 3798 2
1 2707 5
2 9088 4
1 4573 3
1 787 3
2 8284 3
1 1870 4
2 6786 1
1 2764 5
2 7478 2
2 2825 5
1 6893 6
1 5143 3
2 1788 6
1 152 5
1 1178 2
2 6348 1
1 7411 2
2 5618 2
2 7191 1
2 4935 3
1 8140 5
2 5802 4
2 899 2
1 1754 6
2 6388 5
1 2810 2
1 5760 1
1 9772 4
2 3345 6
1 3511 3
2 5067 2
1 4986 5
2 85 5
1 995 5
2 7023 1
1 1952 3
2 757 2
2 5248 5
1 8266 2
2 7325 2
2 2819 4
1 7489 4
2 7550 4
2 4522 5
1 6592 5
2 2893 4
1 8326 3
2 1 6
1 4279 3
2 8320 2
2 8087 2
1 2477 4
1 7238 5
2 5449 5
2 7433 6
1 6236 5
1 4887 1
1 6085 6
2 8173 3
1 608 5
1 9752 1
1 9593 2
2 6536 6
1 7178 1
1 9792 3
1 7258 5
1 668 5
2 7509 6
2 9527 3
1 6986 5
2 8593 4
1 5526 4
1 2767 5
1 9496 2
1 6116 2
2 4852 3
2 8395 5
1 6830 5
1 8952 1
2 8872 2
1 6342 5
1 6801 6
1 4450 1
1 5263 2
1 9464 5
1 2370 2
1 5172 2
2 2096 6
1 8048 2
1 6124 3
2 1692 2
1 1189 3
1 1281 5
2 2925 6
2 1145 3
1 3501 3
1 8349 6
1 3522 3
2 2246 3
2 5300 2
1 806 6
1 9483 6
1 5429 3
1 4250 1
1 225 1
2 2128 4
2 6254 1
1 2959 2
2 7879 4
2 6655 6
2 2555 3
2 588 5
2 4441 5
2 8029 2
2 635 1
1 8542 4
2 8778 2
1 5576 5
2 3518 4
2 6316 5
2 457 3
1 5420 2
1 3987 1
2 6281 5
1 9020 2
1 7160 5
2 7256 5
1 9481 2
2 3095 4
1 3855 1
2 9451 1
1 1202 3
1 3253 3
2 8377 3
1 4900 2
1 1761 3
1 7810 6
2 6419 6
1 7637 3
1 7841 1
1 5219 4
1 1908 3
1 2848 5
1 2271 1
2 9111 4
1 3216 1
1 1159 2
1 2753 6
2 3663 1
2 1489 2
2 9922 1
2 8879 2
1 5981 1
1 8923 3
1 5162 1
2 5470 1
1 2683 2
2 3235 2
1 8981 4
2 7094 4
2 7 2
1 9060 2
1 3267 6
1 1856 1
1 4540 1
2 9637 4
1 307 2
2 6664 2
1 7335 4
1 3935 4
1 358 2
2 1681 2
1 8067 1
1 6559 3
2 376 6
1 6942 2
1 9795 1
1 7839 4
2 9896 5
1 4486 5
1 7198 4
1 4587 5
2 4259 5
2 2143 1
2 1700 6
2 1274 5
1 759 2
1 682 5
2 9555 5
2 758 6
1 4314 4
2 2011 2
1 75 4
2 5735 1
2 4333 3
2 9551 6
2 9445 2
1 4655 3
2 1738 3
1 5424 5
1 7243 6
2 2046 6
1 4496 5
2 6318 1
1 5974 3
2 8757 6
2 6555 1
2 5109 3
1 5434 4
1 6078 2
2 5598 1
2 2681 6
2 5797 4
2 9989 6
1 9823 2
1 6726 2
1 8759 3
1 6700 2
1 7767 5
2 2617 1
2 6108 6
1 4384 4
1 837 2
1 3024 6
2 9756 2
1 9462 4
2 4697 6
1 3213 6
1 1194 4
1 5923 2
1 9632 6
1 7681 1
2 2283 1
1 9269 1
1 6901 4
2 3844 4
1 1467 2
2 3725 4
2 1299 4
1 9417 2
2 9622 6
1 3907 6
1 1584 4
1 1746 5
1 8291 2
2 4447 1
1 6295 3
2 4315 2
1 592 5
2 5109 1
2 8069 5
2 8921 5
1 3761 3
2 9683 6
2 5942 4
2 2715 3
2 953 3
1 1191 5
2 1045 1
2 9522 1
2 9268 4
1 8427 3
1 3961 3
2 3209 2
2 1388 3
1 8118 4
2 5254 2
2 1526 1
1 8132 6
1 3774 5
1 6222 3
1 2685 1
1 1624 6
1 5627 2
2 4245 4
1 4704 3
1 3392 5
2 5497 5
2 2775 3
2 1838 4
1 7234 1
1 1806 4
2 7279 5
2 1961 6
2 6656 3
2 162 6
2 4137 3
1 4971 6
1 5203 5
2 5989 5
1 6649 2
2 8952 5
2 7994 4
1 8432 6
2 3993 6
1 2228 4
2 4671 1
1 180 4
1 8870 4
2 3289 2
2 7701 1
1 6924 2
2 1349 2
2 3486 3
2 1987 6
1 523 2
2 1993 5
1 1052 6
1 7626 4
2 3427 3
1 2834 5
1 9737 5
1 9389 5
2 3534 5
2 7689 1
2 5118 2
2 8610 4
2 4915 5
2 2378 2
2 772 6
2 8334 5
2 9936 5
2 1471 5
1 2794 3
2 7421 1
2 4486 3
2 1445 4
1 5657 4
2 3530 5
2 5130 1
1 444 1
2 2172 6
2 7393 2
2 5832 5
2 2233 4
2 628 1
2 4640 6
2 3184 6
2 7280 6
2 1567 5
2 184 6
2 3430 6
2 2766 3
2 6408 4
2 964 6
2 1275 4
2 3144 1
2 7822 3
1 7225 3
2 6525 4
2 701 2
1 1021 1
1 8522 2
2 7041 1
2 9007 4
1 2352 4
2 5414 6
1 927 5
1 4798 6
2 386 6
1 9435 1
1 5251 5
1 5781 1
1 3703 2
2 6468 5
1 5286 1
2 7727 4
1 7267 5
2 4184 3
1 7583 5
2 4909 3
1 1131 3
1 9811 4
1 953 3
1 2530 5
2 5817 3
1 3029 5
2 3187 5
2 5554 3
2 7276 5
1 4042 2
1 5747 2
2 8247 2
2 8871 4
1 9416 4
2 4965 5
2 4239 2
2 7957 3
1 4987 2
1 6253 4
2 4007 2
2 1465 4
1 1428 5
1 5539 1
2 3580 2
2 7259 1
2 7427 3
1 790 5
1 8712 6
2 5805 6
1 4180 1
1 9367 4
2 6777 6
2 8268 2
2 674 3
2 3717 2
2 9238 3
1 1257 3
1 9518 5
2 5749 4
2 9532 1
2 3411 4
1 9692 6
2 8073 3
2 7128 1
2 2572 3
2 9004 5
2 6958 5
2 2390 2
2 7574 4
2 2980 5
1 3833 2
1 5888 5
1 6903 4
1 5951 2
2 6093 1
1 4862 2
1 4868 6
1 890 3
2 270 2
2 5301 2
2 5391 6
1 6535 6
2 5926 4
2 9370 5
2 2970 1
2 622 1
1 5130 1
2 8696 1
2 434 2
1 4655 3
1 576 3
2 2874 3
1 4584 4
2 3337 4
1 8129 6
2 8896 2
2 1012 1
1 9853 4
2 5406 2
1 890 3
1 5933 2
1 5022 2
2 9097 5
2 5730 4
1 7475 6
1 8255 4
1 8066 3
1 4491 1
2 5688 3
1 5481 4
1 9521 4
1 823 1
2 8486 1
1 7253 4
2 7839 4
1 2227 2
2 4964 4
1 8062 6
2 8486 3
1 5375 6
2 3426 2
1 3603 2
2 2566 1
2 32 3
1 1125 4
1 8986 6
2 6107 5
1 4303 1
1 3721 3
2 5184 3
2 3059 3
1 2098 5
1 122 5
1 2946 6
2 4314 4
2 4826 3
1 3563 1
1 5685 6
1 8719 2
2 2337 6
1 8959 2
2 4892 4
2 3193 1
2 4840 5
2 2673 5
2 7148 3
2 7936 3
1 4050 6
2 406 6
2 6582 1
1 7774 2
1 7453 3
2 3029 2
2 4520 3
2 5079 1
2 9756 4
1 7308 1
1 9487 2
2 4315 1
2 773 3
1 9327 4
2 237 4
1 2365 5
2 8557 1
1 6043 2
2 4986 3
1 8469 2
2 9687 1
1 6568 6
1 7653 5
1 8095 2
1 4866 3
1 8714 2
2 3004 4
2 4725 3
2 4023 6
2 9563 3
1 6175 5
1 7107 3
1 8106 2
2 5516 3
1 6943 4
2 5080 4
2 5581 3
2 9112 2
1 8139 4
2 9418 1
2 4126 3
1 2943 1
1 8337 5
2 9071 4
1 3137 1
2 2927 1
2 7052 4
1 9848 4
2 1802 1
1 9040 4
1 4580 5
1 9616 4
1 6405 5
1 1352 5
1 2753 3
2 9365 4
1 5025 2
2 1198 6
2 2430 4
1 6335 1
2 7028 4
1 6650 5
2 1753 1
2 5688 6
1 352 3
1 9409 1
2 2609 5
1 2416 6
1 4503 2
2 8316 6
2 5173 4
1 2301 2
1 8730 2
1 6795 6
2 2799 4
1 1390 2
1 3156 4
2 207 5
2 3372 6
1 9522 6
2 7652 3
1 7417 4
2 2803 6
1 143 6
2 2716 2
2 8665 2
1 529 4
1 8228 4
2 404 4
1 8954 2
2 2007 3
1 8832 5
2 6755 5
2 839 1
2 2546 3
1 8572 5
2 1719 3
1 1786 3
2 6937 5
2 3453 2
2 4262 6
2 396 3
1 4467 6
2 1302 5
1 3147 2
1 446 6
1 5553 4
1 9680 4
1 8661 5
2 7304 6
2 7384 5
2 6052 2
2 8023 1
1 5568 4
2 8747 1
1 5293 6
2 6789 6
1 2187 6
1 6065 4
1 676 6
2 3314 4
2 8400 6
1 2381 2
2 8255 2
1 9156 6
1 3725 3
2 3291 4
2 9798 4
2 6250 2
2 4021 2
1 621 4
2 2692 1
2 6962 3
1 8255 3
2 2043 2
1 7885 3
2 2942 3
1 6098 5
1 5073 3
2 262 2
1 61 3
2 3493 2
2 8711 6
1 6000 4
2 7909 3
1 7193 4
2 4685 4
2 5625 4
1 9601 2
1 7800 6
2 3405 6
1 9480 5
2 9494 3
2 7340 1
1 2784 2
1 1483 3
2 1632 2
2 5420 2
2 3997 1
2 4917 4
2 2920 1
2 3976 3
2 2542 2
2 2939 4
2 3072 1
1 9606 3
2 3863 5
1 9795 1
2 9653 2
1 8399 1
1 1921 5
1 7737 4
2 9205 2
2 2766 2
1 2419 4
1 7911 2
2 5644 4
2 9412 3
1 2377 4
2 7962 2
1 2026 2
2 5000 3
2 8861 1
1 6826 2
1 84 6
1 5048 3
2 697 6
2 5711 3
2 9713 2
1 4830 5
2 7081 4
2 5739 5
2 1470 6
2 8625 2
1 4305 6
1 1985 5
2 7039 5
1 5486 1
1 9914 3
2 7024 6
2 1094 4
1 1232 2
1 1369 6
2 8542 6
2 2407 3
1 4281 6
1 9499 6
1 3001 4
1 2848 1
1 511 3
2 7686 6
2 8982 4
2 2906 2
1 5705 5
1 3602 2
1 4860 3
2 2162 6
1 3987 3
1 6917 1
2 2304 1
1 1466 3
2 6585 2
2 2454 2
1 9807 6
2 5921 5
1 1466 2
2 1963 5
2 5355 3
1 5354 6
2 527 3
2 6486 1
1 8023 2
1 7554 3
1 2284 3
1 2157 4
1 6059 5
2 6150 1
2 824 3
1 304 6
1 3845 2
2 9973 3
1 1614 2
2 1936 4
1 1666 2
2 9486 4
1 223 2
2 1922 3
1 9979 1
1 6412 4
2 9319 2
1 6459 1
2 7053 6
1 5982 2
1 2107 5
1 2394 5
2 6415 6
1 151 5
1 2412 4
1 7586 1
2 57 1
1 9839 5
1 6205 6
1 2940 6
1 193 5
1 2353 5
2 7873 2
2 6735 4
1 803 3
1 9620 2
2 4904 6
2 4672 4
2 4229 2
2 3816 4
1 3711 3
1 3533 6
1 7390 2
2 2571 3
1 5771 6
1 8433 3
2 2567 2
1 7845 1
1 7601 6
1 5287 5
1 6229 3
2 219 1
1 1787 6
1 6429 2
2 735 2
2 421 6
2 3063 4
2 1918 6
2 6857 6
1 6863 2
1 7275 6
1 9870 3
1 4935 3
2 1005 5
1 2948 3
2 2699 1
1 5979 1
1 7006 2
1 9280 3
1 9565 6
1 1945 5
1 4218 5
2 5526 5
2 2542 5
1 5425 3
2 8957 3
1 5566 1
1 8403 4
2 1864 6
2 1969 2
1 8348 4
2 6379 3
1 5511 1
1 4426 2
2 3405 6
1 6234 4
2 7178 5
2 214 3
2 8320 3
2 6908 5
1 4711 6
1 8451 5
1 3684 3
1 4432 6
1 4512 6
1 2299 5
1 3882 4
2 7622 3
2 3584 3
2 6298 6
2 1444 2
1 8477 4
2 598 5
2 181 4
1 115 2
1 3745 1
1 9650 3
1 7534 6
2 9504 3
2 9689 1
2 4090 5
1 4925 2
1 2128 3
2 3940 3
1 6298 4
2 2940 4
1 2690 4
1 6685 2
1 1251 2
2 8044 5
1 791 3
1 5856 1
2 223 5
2 8569 6
2 1692 4
1 3803 1
2 9491 6
2 5818 5
1 231 6
2 1791 6
1 8735 2
2 7852 2
2 6291 3
2 463 5
1 5357 6
2 2411 1
2 8349 4
2 6637 4
1 9290 2
1 9739 3
1 4840 6
2 7380 5
2 175 1
2 6513 3
2 5186 2
2 993 3
1 8250 3
2 3338 6
2 1566 1
1 4095 3
1 5198 4
1 4383 6
2 9777 3
2 4594 5
2 3083 4
1 195 6
1 5048 6
2 4432 3
2 3464 2
1 4570 3
1 6620 1
1 5334 6
1 9615 5
2 9093 1
1 3302 5
2 2148 5
1 3292 5
2 5260 4
1 2508 2
1 892 4
2 1833 2
1 4603 3
1 6492 5
1 8629 3
2 4139 1
1 7391 6
2 9878 5
2 3687 4
1 7181 6
1 3959 2
2 8589 6
1 863 1
2 6604 1
1 7319 4
1 907 4
1 4947 3
1 9385 1
1 5384 4
1 8387 1
1 3020 3
1 759 5
1 496 5
1 4291 1
1 3398 1
1 9947 5
2 8008 3
2 5129 1
1 685 3
2 4159 4
1 489 1
1 6314 6
1 7626 6
1 8473 6
1 2146 4
1 6769 4
2 8666 6
1 5387 5
2 415 2
2 4283 3
2 5872 5
2 315 5
1 1969 1
1 1892 5
2 9233 6
1 7847 4
2 4487 6
2 1757 6
1 456 3
1 9788 4
2 1666 1
2 3243 6
2 5164 5
1 7833 4
2 2061 4
1 5922 6
1 7039 5
1 496 5
1 6145 3
2 9861 4
2 6528 5
1 1108 1
1 9267 1
1 9776 4
2 594 3
2 4736 3
2 4625 6
2 1839 5
1 7243 4
1 8800 1
2 2871 2
2 7536 3
1 7349 3
1 6334 3
2 6430 4
2 6633 6
1 7057 3
2 4654 3
1 645 4
2 9993 4
1 8999 4
1 1285 6
1 3921 6
1 1539 4
1 5536 4
2 1611 5
1 1422 1
2 4341 5
1 5231 1
1 8838 5
2 3826 3
1 8612 3
2 5553 6
2 2005 3
1 748 4
2 4457 4
1 5183 5
2 6570 2
1 6480 5
2 9537 5
1 9450 4
2 2101 1
1 9401 2
2 8295 4
2 2688 6
1 3560 4
2 7523 5
2 3221 4
1 2700 5
2 222 2
1 6442 6
2 5013 4
2 4176 4
2 5369 3
2 4016 5
2 5868 6
2 841 1
1 3554 2
1 5436 1
1 9329 5
2 3144 2
1 856 3
2 6360 2
1 4089 1
2 3437 1
2 2351 6
2 1812 1
1 1977 6
1 1099 4
2 1141 6
1 5364 4
2 9459 6
2 842 6
1 5339 1
2 2367 5
1 8125 6
1 9446 6
1 9303 5
2 8144 3
1 5772 3
2 4732 6
2 8174 2
1 8229 5
2 6309 2
1 1301 1
1 6453 2
2 9763 1
2 4623 1
2 7368 3
2 4364 1
1 4554 6
1 1208 5
2 3907 2
2 7949 2
1 4033 1
1 7288 4
1 227 5
1 1753 2
1 8028 2
1 3195 6
1 290 1
1 4195 6
1 4160 3
1 9978 6
2 8696 3
2 8419 1
1 9698 6
1 1273 2
1 6224 1
2 2354 4
2 3229 4
1 5113 4
2 2545 3
1 8862 5
1 5879 5
1 9660 4
1 2196 3
1 9149 6
2 3742 6
1 7406 4
2 8548 6
1 7506 5
2 9689 2
2 4900 3
1 5471 1
1 3144 6
1 8182 6
1 4950 1
2 4612 6
2 157 5
1 5356 2
1 3047 4
2 752 5
1 4839 5
1 7008 2
1 4264 3
2 4321 4
2 479 2
2 4117 6
2 1207 5
1 3858 2
1 7551 6
2 1021 3
2 3192 3
1 9157 6
1 8252 5
1 6147 5
1 3259 6
2 7684 2
1 6339 3
1 3482 2
2 3798 4
1 4082 3
1 3358 5
1 6496 5
2 8028 2
1 983 6
2 888 6
1 7884 5
1 8939 4
1 8622 5
1 3613 2
1 7376 3
2 7467 1
1 397 5
2 1629 4
1 4865 2
1 2238 1
1 6783 1
1 2215 2
1 7480 2
1 1912 3
1 487 4
2 3561 5
1 5616 3
1 3251 2
2 3641 6
2 7541 6
1 5738 5
2 6161 6
2 1906 2
1 7073 5
2 2727 5
2 9781 3
2 270 5
1 1934 3
2 2705 3
2 6309 6
2 9013 3
1 6294 2
1 9274 4
2 6739 6
1 4692 4
2 7035 3
2 4176 2
1 6676 5
1 2375 2
2 6443 5
2 1890 5
1 2130 5
1 2563 6
2 5814 5
1 6254 1
1 2807 3
2 5593 6
1 7342 4
1 5906 4
1 4825 5
2 5933 3
1 5638 6
1 4418 4
2 3944 5
1 3583 1
2 4880 6
2 3678 6
1 5824 3
1 6051 5
2 7766 3
2 4610 5
2 7708 2
1 4958 2
1 6981 4
2 8401 5
1 7225 5
1 4008 5
1 4384 4
2 3739 5
2 3044 3
2 6796 6
2 8849 2
2 3093 5
2 8586 4
1 6357 2
2 7555 6
2 4845 3
1 6522 3
1 4734 5
1 2622 5
2 1325 1
1 4639 6
2 3721 1
1 5846 5
1 9392 2
2 8166 5
2 4535 6
1 6115 4
2 6718 2
1 4520 3
1 3854 3
2 659 1
1 3671 5
2 2449 3
1 4203 1
2 1713 2
1 8185 5
2 530 5
2 9643 3
2 1882 4
2 9421 4
2 7126 2
1 3860 2
2 327 1
1 9263 6
1 961 2
2 8175 1
2 8991 4
1 3325 3
1 6355 4
1 1831 5
2 633 4
1 6965 2
1 5756 1
2 1085 1
1 5782 6
1 924 5
2 999 3
1 6949 2
1 2537 2
1 5887 6
2 8717 4
2 3300 3
1 7990 6
1 7930 5
1 5560 6
1 7020 2
1 5984 2
1 1273 4
1 4600 6
2 5488 6
2 569 1
2 1210 2
1 8317 5
2 2666 3
2 6247 5
2 6344 5
2 6471 2
1 519 1
2 4345 5
2 1401 6
2 995 6
1 5693 4
1 2234 2
1 7256 5
2 3070 4
1 70 4
1 8453 2
1 7401 1
2 6564 5
1 5363 2
2 8026 5
1 7195 5
2 173 1
1 4321 2
2 4239 6
2 8663 5
2 7100 5
1 871 1
1 6805 2
1 6158 6
1 9382 5
1 7443 3
2 7368 5
2 3609 6
1 7065 3
1 453 1
1 866 6
1 7903 4
1 5078 6
1 9179 5
1 8904 4
1 1070 4
1 7600 2
1 6895 3
2 1895 6
2 3817 1
2 8485 2
1 5517 2
1 9241 4
2 9739 3
1 9474 4
1 8710 6
1 2469 1
2 9295 5
2 6756 5
1 6775 2
1 1245 5
1 8306 1
2 4685 1
1 9650 6
1 8475 3
2 8017 2
2 991 4
1 3788 6
2 793 3
2 6960 3
2 551 4
2 8130 1
2 9494 3
1 1050 2
2 5795 1
1 2038 5
1 7579 6
1 7165 3
1 5830 5
1 3999 2
1 5914 3
1 5871 3
1 7566 2
1 5370 2
2 3997 1
2 7865 4
2 5717 6
1 9967 2
2 6093 4
2 6937 1
2 7717 3
1 9361 5
2 9658 1
1 4166 6
2 8439 2
2 4385 1
2 7551 3
1 4086 4
1 735 4
2 2302 3
1 1464 3
1 6406 4
2 8855 1
1 2227 3
2 3281 2
2 1769 3
2 141 2
1 5950 6
2 3451 5
2 387 1
1 8822 6
2 9301 1
1 8409 4
1 8967 3
1 3365 3
1 5263 4
2 1653 5
2 9766 4
1 9049 3
1 6582 6
1 9922 2
